sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
29605,Normal/Others,Construction of CC Road from Baburao Gaikwad home to Sidhharth Khadse Home At. Mulawa TQ. Umarkhed Dist. Yavatmal,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Construction of CC Road from Baburao Gaikwad home to Sidhharth Khadse Home At. Mulawa TQ. Umarkhed Dist. Yavatmal,Aashtikar Patil Nagesh Bapurao,HINGOLI,Images,2026-03-13,986725.0
29606,Repair And Renovation,Additional Construction of Community Center at Near Yuvak Sangh,Odisha,Baragada(DISTRICT COLLECTOR BARAGARH_IDA),Additional Construction of Community Center at Near Yuvak Sangh,Pradeep Purohit,BARGARH,Images,2026-03-13,200000.0
29607,Normal/Others,CONSTRUCTION OF ROAD FROM URUSH HOUSE TO SRI KRISHNAGAR MASJID,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),CONSTRUCTION OF ROAD FROM URUSH HOUSE TO SRI KRISHNAGAR MASJID,Bapi Haldar,MATHURAPUR(SC),Images,2026-07-24,499630.0
29608,Trust And Society,Guru ravidas kanya chhatrawas sector 33 Hisar,Haryana,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),Guru ravidas kanya chhatrawas sector 33 Hisar,Jai Parkash,HISAR,Images,2026-03-16,1641554.0
29609,Normal/Others,"Ward No 44, Construction of Kitchen set, Near balarengapuram Kennedy Hospital, Madurai(2024-2025)",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),"Ward No 44, Construction of Kitchen set, Near balarengapuram Kennedy Hospital, Madurai(2024-2025)",S Venkatesan,MADURAI,Images,2026-03-13,799780.0
29610,Normal/Others,"Construction of CC Drain Teachers Colony Part 1, Kalicherla GP",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain Teachers Colony Part 1, Kalicherla GP",Midhun Reddy,RAJAMPET,Images,2026-03-13,198665.0
29611,Normal/Others,"Construction of steps on pasuveshwarar road in Ward No-20, Bhavani Municipality at Erode District",Tamil Nadu,ERODE(DISTRICT_COLLECTORE_ERODE_IDA),"Construction of steps on pasuveshwarar road in Ward No-20, Bhavani Municipality at Erode District",K Subbarayan,TIRUPPUR,Images,2026-03-13,1000000.0
29612,Normal/Others,Installation of 32 channel CCTV camera system with monitor at Noapara BPHC,West Bengal,PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA),Installation of 32 channel CCTV camera system with monitor at Noapara BPHC,Sharmila Sarkar,BARDHAMAN PURBA(SC),Images,2026-08-11,550000.0
29613,Normal/Others,Purchase and providing one water tanker to GP for drinking water purposes,Haryana,BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani),Purchase and providing one water tanker to GP for drinking water purposes,Dharambir Singh,BHIWANI MAHENDRAGARH,,2026-04-21,180000.0
29614,Normal/Others,"Construction of CC Drain in Teachers Colony Part 2, Kalicherla GP",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain in Teachers Colony Part 2, Kalicherla GP",Midhun Reddy,RAJAMPET,Images,2026-03-13,175765.0
29615,Normal/Others,Internal roads at Haldi,Maharashtra,KOLHAPUR(DISTRICT COLLECTOR KOLHAPUR_IDA),Internal roads at Haldi,Chhatrapati Shahu Shahaji,KOLHAPUR,Images,2026-03-13,999000.0
29616,Normal/Others,"Construction of CC Drain in Yerraguttapalli Village, Kalicherla GP",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Construction of CC Drain in Yerraguttapalli Village, Kalicherla GP",Midhun Reddy,RAJAMPET,Images,2026-03-13,180407.0
29617,Normal/Others,Construction of Joggers Park and beautification of Public Eco Park at Plot NO 264 at Mandaria Mouza,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Construction of Joggers Park and beautification of Public Eco Park at Plot NO 264 at Mandaria Mouza,Sajda Ahmed,ULUBERIA,Images,2026-03-13,1197896.0
29618,Repair And Renovation,Provision of lighting Arrangement,Delhi,SOUTH(COMMISSIONER SOUTH),Provision of lighting Arrangement,Bansuri Swaraj,NEW DELHI,Images,2026-03-13,697948.0
29619,Normal/Others,Construction of CC Road and Pipe Culvert (Sngle Row) from B.S.R.Naresh Reddy Shop to K.Vijaya Sankar Reddy Site in Irugulam GP of Satyavedu Mandal.,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of CC Road and Pipe Culvert (Sngle Row) from B.S.R.Naresh Reddy Shop to K.Vijaya Sankar Reddy Site in Irugulam GP of Satyavedu Mandal.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2026-03-17,485478.0
29620,Normal/Others,Installation of Solar Light at Cremation Ground of Alish Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Alish Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29621,Normal/Others,Installation of Solar Light at Cremation Ground of Puruna Budhakera Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Puruna Budhakera Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29622,Normal/Others,CC Drain from Venkata Ramana Reddy House to Narayana Reddy House in Kannemadugu (V&G.P),Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),CC Drain from Venkata Ramana Reddy House to Narayana Reddy House in Kannemadugu (V&G.P),Midhun Reddy,RAJAMPET,Images,2026-03-13,498835.0
29623,Normal/Others,Installation of Solar Light at Cremation Ground of Suando Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Suando Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29624,Normal/Others,Construction of CC Road and Pipe Culvert (Sngle Row) on the Raod from Irugulam-Arur R and B Road to Sambasiva Rao House in Irugulam GP of Satyavedu Mandal.,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Construction of CC Road and Pipe Culvert (Sngle Row) on the Raod from Irugulam-Arur R and B Road to Sambasiva Rao House in Irugulam GP of Satyavedu Mandal.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2026-03-17,473392.0
29625,Normal/Others,Construction of cement concrete road behind of Bishalakshmitala Mandir to the house of Subrata Das via house of Pradip Nath at Kolorah 2 GP under A.C -174,West Bengal,HOWRAH(DISTRICT MAGISTRATE HOWRAH_IDA),Construction of cement concrete road behind of Bishalakshmitala Mandir to the house of Subrata Das via house of Pradip Nath at Kolorah 2 GP under A.C -174,Prasun Banerjee,HOWRAH,Images,2026-07-28,1249957.0
29626,Normal/Others,For the work of CC Road from Koli Chowk to Parasotam Velji house in Nava nagna village of Jamnagar taluka,Gujarat,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),For the work of CC Road from Koli Chowk to Parasotam Velji house in Nava nagna village of Jamnagar taluka,Poonamben Hematbhai Maadam,JAMNAGAR,Images,2026-03-13,499361.0
29627,Normal/Others,Drilling of Bore well and Pump set in Sy.No.550A by 1 by 2 of Kondapur (V) of Mustabad (M),Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set in Sy.No.550A by 1 by 2 of Kondapur (V) of Mustabad (M),Sanjay Kumar Bandi,KARIMNAGAR,Images,2026-03-13,199950.0
29628,Normal/Others,Installation of Solar Light at Cremation Ground of Balapur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Balapur Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29629,Normal/Others,Drilling of Bore well and Pump set in Sy.No.1134 of Mustabad (V and M),Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set in Sy.No.1134 of Mustabad (V and M),Sanjay Kumar Bandi,KARIMNAGAR,Images,2026-03-13,199933.0
29630,Normal/Others,Installing RO Drinking Water Plant 500LPH With Chiler facility At Jambhavade Tal Maval Dist Pune,Maharashtra,PUNE(DISTRICT COLLECTOR PUNE_IDA),Installing RO Drinking Water Plant 500LPH With Chiler facility At Jambhavade Tal Maval Dist Pune,Shrirang Appa Barne,MAVAL,Images,2026-03-13,697697.0
29631,Normal/Others,Installation of Solar Light at Cremation Ground of Nua Someswarpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Nua Someswarpur Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29632,Normal/Others,Drilling of Bore well and Pump set near H.No. 3-96 of Bandanakal Village of Mustabad Mandal,Telangana,RAJANNA SIRCILLA(DISTRICT COLLECTOR RAJANNA SIRCILLA_IDA),Drilling of Bore well and Pump set near H.No. 3-96 of Bandanakal Village of Mustabad Mandal,Sanjay Kumar Bandi,KARIMNAGAR,Images,2026-03-13,199945.0
29633,Normal/Others,Installation of Solar Light at Cremation Ground of Bastapada Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Bastapada Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29634,Normal/Others,Installation of Solar Light at Cremation Ground of Mahura Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Mahura Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29635,Normal/Others,For the work of CC road from Parasotam Velji house to Odhavji Ramji house in Nawanag village of Jamnagar taluka,Gujarat,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),For the work of CC road from Parasotam Velji house to Odhavji Ramji house in Nawanag village of Jamnagar taluka,Poonamben Hematbhai Maadam,JAMNAGAR,Images,2026-03-13,499361.0
29636,Normal/Others,Providing High Mast light LED at Sivanvoyal Panchayat in Tiruvallur Block.,Tamil Nadu,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Providing High Mast light LED at Sivanvoyal Panchayat in Tiruvallur Block.,Sasikanth Senthil,TIRUVALLUR(SC),,2026-03-16,434216.0
29637,Normal/Others,Installation of Solar Light at Cremation Ground of Raichakradharpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Raichakradharpur Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29638,Normal/Others,Installation of Solar Light at Cremation Ground of Ketakipatna Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Ketakipatna Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29639,Normal/Others,Installation of Solar Light at Cremation Ground of Alanadapada Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Alanadapada Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29640,Normal/Others,Installation of Solar Light at Cremation Ground of Bagalpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Bagalpur Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29641,Normal/Others,"MPLADS 2025-26 Providing in mini mast light in near mariyamman kovil in silameganadu village, sakkanthi panchayat",Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),"MPLADS 2025-26 Providing in mini mast light in near mariyamman kovil in silameganadu village, sakkanthi panchayat",Karti P Chidambaram,SIVAGANGA,Images,2026-03-13,498419.0
29642,Normal/Others,Installation of Solar Light at Cremation Ground of Madhipur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Madhipur Village.,Sambit Patra,PURI,,2026-03-13,40000.0
29643,Normal/Others,CONSTRUCTION OF CC ROAD NEAR LANKALAMMA TEMPLE IN MANDAPALLLI ((V),Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF CC ROAD NEAR LANKALAMMA TEMPLE IN MANDAPALLLI ((V),Gm Harish Balayogi,AMALAPURAM(SC),Images,2026-03-13,496620.0
29644,Normal/Others,CONSTRUCTION OF CC APPROACH ROAD IN MANDAPALLI VILLAGE OF KOTHAPETA MANDAL,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF CC APPROACH ROAD IN MANDAPALLI VILLAGE OF KOTHAPETA MANDAL,Gm Harish Balayogi,AMALAPURAM(SC),Images,2026-03-13,499659.0
29645,Normal/Others,CONSTRUCTION OF RETAINING WALL AT GORAGANAMUDI,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF RETAINING WALL AT GORAGANAMUDI,Gm Harish Balayogi,AMALAPURAM(SC),Images,2026-03-13,488471.0
29646,Normal/Others,CONSTRUCTION OF RETAINING WALL AT AMBEDKAR STATUE,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF RETAINING WALL AT AMBEDKAR STATUE,Gm Harish Balayogi,AMALAPURAM(SC),Images,2026-03-13,488452.0
29647,Normal/Others,CONSTRUCTION OF RETAINING WALL AT SRI KANAKA DURGAMMA TEMPLE,Andhra Pradesh,Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA),CONSTRUCTION OF RETAINING WALL AT SRI KANAKA DURGAMMA TEMPLE,Gm Harish Balayogi,AMALAPURAM(SC),Images,2026-03-13,449853.0
29648,Normal/Others,"Construction of Ration shop at 1st ward Annamalaiyar Nagar, Thiruvennainallur.",Tamil Nadu,Viluppuram(DISTRICT COLLECTOR VILLUPURAM_IDA),"Construction of Ration shop at 1st ward Annamalaiyar Nagar, Thiruvennainallur.",D Ravikumar,VILUPPURAM(SC),,2026-05-12,980000.0
29649,Normal/Others,Financial assistance to the office of the Dorbar shnong Pahamrioh Them for construction of retaining wall.,Meghalaya,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),Financial assistance to the office of the Dorbar shnong Pahamrioh Them for construction of retaining wall.,Andrew J. Syngkon,SHILLONG,,2026-03-28,500000.0
29650,Normal/Others,Financial assistance to Dulongnar presbyterian upper primary school for repairing of classroom,Meghalaya,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),Financial assistance to Dulongnar presbyterian upper primary school for repairing of classroom,Andrew J. Syngkon,SHILLONG,,2026-03-24,200000.0
29651,Normal/Others,Financial assistance to the Iasnohktilang V.O Rongthelu for repairing V.O office.,Meghalaya,RI BHOI(DEPUTY COMMISSIONER RIBHOI NONGPOH_IDA),Financial assistance to the Iasnohktilang V.O Rongthelu for repairing V.O office.,Andrew J. Syngkon,SHILLONG,,2026-03-28,50000.0
29652,Normal/Others,"Provide Minimast Light Kailasom Ardhanareeswara Temple, Panampatta ward in Thalavoor GP",Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),"Provide Minimast Light Kailasom Ardhanareeswara Temple, Panampatta ward in Thalavoor GP",Suresh Kodikunnil,MAVELIKKARA(SC),Images,2026-03-14,225139.0
29653,Normal/Others,Construction of compound wall to Pragathi Nagar colony burial ground at Rebala G.P. of Buchi Mandal,Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Construction of compound wall to Pragathi Nagar colony burial ground at Rebala G.P. of Buchi Mandal,Prabhakar Reddy Vemireddy,NELLORE(SC),Images,2026-03-14,299955.0
29654,Normal/Others,Construction of compound wall to West Harijanawada Burial ground at Rebala G.P. of Buchi Mandal,Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Construction of compound wall to West Harijanawada Burial ground at Rebala G.P. of Buchi Mandal,Prabhakar Reddy Vemireddy,NELLORE(SC),Images,2026-03-14,299955.0
29655,Normal/Others,Karja village Earthwork brick soling and PCC work on Karja bridge,Bihar,BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),Karja village Earthwork brick soling and PCC work on Karja bridge,Sudama Prasad,ARRAH,,2026-03-14,1197565.0
29656,Normal/Others,FOR 1500 FEET SEWERAGE,Punjab,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),FOR 1500 FEET SEWERAGE,Amar Singh,FATEHGARH SAHIB(SC),,2026-03-16,279898.0
29657,Normal/Others,"Construction of Footpath with Protection wall at Konsin Mohallah, Chittibanday C.",Jammu and Kashmir,BANDIPORA(Deputy Commissioner Bandipora_IDA),"Construction of Footpath with Protection wall at Konsin Mohallah, Chittibanday C.",Abdul Rashid Sheikh,BARAMULLAH,Images,2026-03-14,146489.0
29658,Normal/Others,Installation of Highmast LED light near Sundaravailliamman kovil in Chittalai Village and panchayat at Thirumagalam block,Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Installation of Highmast LED light near Sundaravailliamman kovil in Chittalai Village and panchayat at Thirumagalam block,Manickam Tagore B,VIRUDHUNAGAR,Images,2026-03-14,830882.0
29659,Normal/Others,"Construction of Kala Manch in Village Dhanganin, Panchyat-Patluka, Block-Barachatti, District Gaya",Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),"Construction of Kala Manch in Village Dhanganin, Panchyat-Patluka, Block-Barachatti, District Gaya",Jitan Ram Manjhi,GAYA (SC),Images,2026-03-14,688231.0
29660,Normal/Others,"Installation of Hand Pump at common place in Village-Konar Nagar, near the house of Shri Anil Manjhi, Panchayat-Jhari, Block-Amas, District Gaya.",Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),"Installation of Hand Pump at common place in Village-Konar Nagar, near the house of Shri Anil Manjhi, Panchayat-Jhari, Block-Amas, District Gaya.",Jitan Ram Manjhi,GAYA (SC),Images,2026-03-14,74899.0
29661,Normal/Others,"Installation of Hand Pump at common place in Village-Sukradih, near the house of Shri Shankar Manjhi, Panchayat-Jhari, Block-Amas, District Gaya",Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),"Installation of Hand Pump at common place in Village-Sukradih, near the house of Shri Shankar Manjhi, Panchayat-Jhari, Block-Amas, District Gaya",Jitan Ram Manjhi,GAYA (SC),Images,2026-03-14,74899.0
29662,Normal/Others,"Construction of 500 feet PCC, along with construction of drain system with covering in Village Purvi Nama, Panchayat-Gapha Khurd (From main road to Middle School)",Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),"Construction of 500 feet PCC, along with construction of drain system with covering in Village Purvi Nama, Panchayat-Gapha Khurd (From main road to Middle School)",Jitan Ram Manjhi,GAYA (SC),Images,2026-03-14,493307.0
29663,Normal/Others,"Construction of 500 feet PCC in Village- Manjhi Tola, Kishunpur, Block-Bodh Gaya, District Gaya",Bihar,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),"Construction of 500 feet PCC in Village- Manjhi Tola, Kishunpur, Block-Bodh Gaya, District Gaya",Jitan Ram Manjhi,GAYA (SC),Images,2026-03-14,734780.0
29664,Normal/Others,Providing Footpath with retaining wall near Gowmathi house Olimada at Cherangode Panchayat,Tamil Nadu,THE NILGIRIS(DISTRICT COLLECTOR NILGIRIS_IDA),Providing Footpath with retaining wall near Gowmathi house Olimada at Cherangode Panchayat,Andimuthu Raja,NILGIRIS(SC),,2026-03-14,199684.0
29665,Normal/Others,Equipment for Childrens Park at Chunangad GHWLP School,Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Equipment for Childrens Park at Chunangad GHWLP School,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,Images,2026-03-24,199951.0
29666,Normal/Others,RO Plant at Lakkiyamaptti panchaya District Collector office near,Tamil Nadu,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),RO Plant at Lakkiyamaptti panchaya District Collector office near,Mani. A.,DHARAMAPURI,,2026-03-14,999036.0
29667,Normal/Others,"Infrastructure Development of Sissiborgaon MV School, Sissiborgaon LAC under MPLADS, FY 2025-26",Assam,DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA),"Infrastructure Development of Sissiborgaon MV School, Sissiborgaon LAC under MPLADS, FY 2025-26",Pradan Baruah,LAKHIMPUR,Images,2026-03-14,500000.0
29668,Normal/Others,Installation of Solar Light at Cremation Ground of Narendrapur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Narendrapur Village.,Sambit Patra,PURI,,2026-03-15,40000.0
29669,Normal/Others,Installation of Solar Light at Cremation Ground of Rayakhandi Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Rayakhandi Village.,Sambit Patra,PURI,,2026-03-15,40000.0
29670,Normal/Others,Installation of Solar Light at Cremation Ground of Parajapada Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Parajapada Village.,Sambit Patra,PURI,,2026-03-15,40000.0
29671,Normal/Others,Installation of Solar Light at Cremation Ground of Badahat Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Badahat Village.,Sambit Patra,PURI,,2026-03-15,40000.0
